Equipment_ID,Date,Maintenance_Type,Issue_Description,Target
Equipment_2,2023-01-30,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-06-11,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-01-06,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-06-07,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-11-26,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2022-11-03,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-08-20,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-09-28,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-05-29,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-01-06,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-07-12,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2022-12-05,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-10-01,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2022-11-13,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-10-09,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-04-01,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-09-20,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-05-25,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-01-08,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-01-16,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-08-23,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-05-15,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-03-10,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-05-08,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-05-07,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-06-03,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2022-11-29,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-05-19,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-04-15,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2022-11-13,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-04,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-07-27,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-01-22,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-05-26,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-02-10,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-12-25,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2022-12-12,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-06-10,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2022-11-11,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2022-12-14,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-08-20,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-05-19,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-02-15,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-02-05,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-08-29,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-02-13,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2022-11-11,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2022-11-24,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-06-09,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-03-11,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-04-20,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2022-11-15,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-07-19,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-06-19,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2022-11-01,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-08-09,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-07-11,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-25,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2022-11-23,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-02-21,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-08-07,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-01-22,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-01-18,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-05-06,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-05-02,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-03-29,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-02-14,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-08-31,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-04-09,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-30,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-04-22,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2022-11-10,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-05-04,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-02-23,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-07-04,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-09-04,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-02-09,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-11-24,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-04-12,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-10-07,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-03-03,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2022-10-28,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-09-15,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-16,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-02-06,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-01-12,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-08-25,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-06-25,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-02-05,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-11-05,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-04-19,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-07-17,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-03-12,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-08-07,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-10-05,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-04-23,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-01-09,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2022-10-24,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-06-21,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-05-20,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-09-20,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-11-09,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-04-16,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-04-21,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-03-23,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-09-07,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-02-10,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-03-27,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-01-10,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-05-14,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-08-25,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-02-21,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-11-24,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-06-08,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-05-13,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-08-21,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-12-15,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-10-29,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-11-26,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-03-06,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-10-06,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-05-05,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-06-29,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-03-12,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-05-31,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-05-18,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-09-15,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-03-09,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2022-11-28,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-04-05,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-02-04,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-05-15,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-03-28,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-02-19,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-01-28,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-02-04,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-02-18,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-02-21,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-01-12,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-01-11,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-07-01,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-02-26,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-07-05,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-08-17,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-01-08,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-09,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-04-01,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-07-17,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-02-04,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2022-10-25,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-09-12,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-07-16,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2022-12-21,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-04-14,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-03-19,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-05-04,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-06-13,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-03-09,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-03-25,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-07-10,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-01-14,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-02-27,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-08-15,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-01-05,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-10-07,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2022-11-22,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-11-21,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-01-18,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-02-22,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-05-09,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-06-01,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-06-19,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-10-09,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2022-12-06,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-11-27,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-09-23,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-03-01,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2022-10-26,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-09-17,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2022-11-14,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-30,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2022-10-24,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-08-07,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-04-18,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-12-04,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-04-23,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-05-06,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-07-22,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2022-12-31,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-05-19,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-05-28,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-07-28,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-06-06,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-03-11,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2022-12-07,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-08-10,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-02-22,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-05-13,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-08-30,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-06-01,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-08-04,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-09-03,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-09-22,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-08-12,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-06-24,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-01-17,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-01-15,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-04-13,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-03-18,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-02-18,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-05-05,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2022-10-24,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-08-24,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-08-10,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-06-06,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-01-14,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-05-16,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-04-09,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-05-01,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-09-06,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-05-20,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2022-12-05,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-02-18,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-04-21,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-01-08,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-04-04,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-05-05,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-06-07,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-10-03,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2022-12-31,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2022-11-28,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-09-23,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-03-06,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-01-26,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-05-17,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-07-23,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-02-06,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-02-05,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-08-27,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-05-01,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-06-22,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-08-30,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-04-07,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-05-20,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-09-10,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-04-16,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2022-12-15,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2022-12-13,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2022-11-10,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-11-10,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-07-01,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-08-15,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-06-22,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-05-11,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-09-05,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-07-06,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-11-28,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-03-30,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2022-11-09,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-09-24,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2022-12-03,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-08-05,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2022-12-31,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-04-27,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-10-18,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-07-20,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2022-12-14,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-01-30,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-09-21,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-02-13,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-07-01,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-02-13,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-03-07,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-03-16,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-01-18,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-03-20,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-08-18,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-10-09,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-05-08,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-04-12,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2022-10-31,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-01-02,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-04-06,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-07-30,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-03-06,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-09-07,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-03-28,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-05-24,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-09-10,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-08-24,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-05-21,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-06-08,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-06-08,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-04-13,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2022-10-23,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-02-14,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-09-03,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2022-11-30,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-07-07,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-09-04,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-10-11,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-03-12,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-02,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-08-13,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-05-29,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2022-11-04,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-02-09,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-03-16,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-06-15,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-04-08,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-03-07,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-08-21,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-01-05,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-04-18,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-10-12,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-07-14,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-04-05,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-07-09,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-07-08,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-06-12,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-06-16,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-01-11,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-07-30,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-06-16,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-01-28,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-10-02,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-08-07,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-07-16,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-09-27,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-10-16,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-08-15,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-02-21,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2022-11-09,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-05-09,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-07-01,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-02-22,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-07-01,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-06-26,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-08-17,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-10-06,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2022-11-25,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-11-21,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-03-22,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-01-07,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2022-10-20,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-10-14,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-05-05,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-03-31,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-06-10,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2022-12-10,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-04-10,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2022-10-22,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-12-25,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-09-25,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-02-22,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-12-26,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-04-21,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-09-10,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2022-11-01,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-05-22,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-03-30,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-04-15,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-05-09,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-01-08,Preventive Maintenance,Vibration Issue,Failure
Equipment_3,2023-03-19,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-10-26,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-08-27,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-02-28,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2022-11-11,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-08-15,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-07-16,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-08-12,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-03-25,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-08-22,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2022-11-07,Preventive Maintenance,Sensor Failure,Failure
